,Image Path,Label
4817,rev07/2/2_20210422 (1130).JPG,CERVIDAE
28441,rev15/4/4_20211220 (886).JPG,LEPORID
26108,rev04/15/15_20210123 (1175).JPG,HORSE
3382,rev06/28/28_20210322 (14487).JPG,CERVIDAE
13604,rev01/31/31_20201106 (325).JPG,FOX
28534,rev15/4/4_20211219 (847).JPG,LEPORID
24486,rev07/2/2_20210427 (2917).JPG,FALLOWDEER
11061,rev06/19/19_20210331 (1051).JPG,WILDBOAR
25558,rev02/10/10_20201128 (1377).JPG,HORSE
19332,rev14/21/21_20211206 (6077).JPG,COW
28920,rev01/6/6_20201030 (2172).JPG,LEPORID
1053,rev07/24/24_20210501 (18609).JPG,EMPTY
1246,rev07/25/25_20210504 (15897).JPG,EMPTY
25088,rev09/28/28_20210616 (404).JPG,FALLOWDEER
26267,rev04/2/2_20210211 (8614).JPG,HORSE
25392,rev04/17/17_20210215 (3286).JPG,HORSE
4469,rev06/19/19_20210329 (695).JPG,CERVIDAE
15117,rev10/42/42_20210814 (3451).JPG,BADGER
9905,rev01/31/31_20201113 (390).JPG,WILDBOAR
4320,rev14/28/28_20211129 (469).JPG,CERVIDAE
13819,rev09/48/48_20210619 (70).JPG,FOX
25156,rev13/11/11_20211018 (80).JPG,HORSE
11266,rev14/49/49_20211122 (232).JPG,WILDBOAR
7912,rev09/28/28_20210625 (2963).JPG,DEER
7346,rev06/2/2_20210322 (673).JPG,DEER
1937,rev03/4/4_20210104 (7095).JPG,EMPTY
4739,rev09/50/50_20210619 (12072).JPG,CERVIDAE
10572,rev04/42/42_20210130 (127).JPG,WILDBOAR
23221,rev14/21/21_20211213 (8499).JPG,FALLOWDEER
22445,rev04/4/4_20210216 (4639).JPG,FALLOWDEER
3027,rev05/36/36_20210314 (1884).JPG,CERVIDAE
2884,rev07/49/49_20210419 (593).JPG,EMPTY
7286,rev05/36/36_20210319 (2963).JPG,DEER
26980,rev05/2/2_20210222 (568).JPG,HORSE
8274,rev14/17/17_20211130 (470).JPG,DEER
5094,rev01/21/21_20201026 (146).JPG,CERVIDAE
22448,rev08/10/10_20210515 (77).JPG,FALLOWDEER
626,rev09/49/49_20210628 (9944).JPG,EMPTY
16067,rev14/44/44_20211216 (242).JPG,HUMANORVEHICLE
17693,rev14/16/16_20211119 (7).JPG,HUMANORVEHICLE
3425,rev13/50/50_20211026 (5083).JPG,CERVIDAE
12032,rev01/15/15_20201030 (2454).JPG,FOX
15548,rev01/11/11_20201101 (135).JPG,BADGER
5720,rev08/18/18_20210605 (1648).JPG,CERVIDAE
26131,rev02/10/10_20201203 (3664).JPG,HORSE
26633,rev09/46/46_20210630 (1424).JPG,HORSE
2383,rev09/39/39_20210706 (17452).JPG,EMPTY
14426,rev14/48/48_20211120 (23).JPG,FOX
7301,rev13/50/50_20211024 (4118).JPG,DEER
12814,rev14/9/9_20211208 (1854).JPG,FOX
24048,rev14/4/4_20211126 (831).JPG,FALLOWDEER
11747,rev05/11/11_20210221 (107).JPG,WILDBOAR
447,rev09/49/49_20210618 (753).JPG,EMPTY
21801,rev03/21/21_20201228 (2554).JPG,COW
3023,rev07/21/21_20210503 (3008).JPG,CERVIDAE
29345,rev01/6/6_20201108 (3212).JPG,RABBIT
24629,rev05/35/35_20210311 (2150).JPG,FALLOWDEER
21513,rev02/15/15_20201118 (30).JPG,COW
23375,rev09/38/38_20210621 (325).JPG,FALLOWDEER
21202,rev14/4/4_20211215 (4699).JPG,COW
3483,rev01/8/8_20201029 (12).JPG,CERVIDAE
2157,rev09/36/36_20210622 (11110).JPG,EMPTY
1190,rev09/24/24_20210619 (17313).JPG,EMPTY
3789,rev07/35/35_20210504 (594).JPG,CERVIDAE
8958,rev06/5/5_20210331 (1507).JPG,DEER
26769,rev05/37/37_20210222 (93).JPG,HORSE
13115,rev05/42/42_20210315 (339).JPG,FOX
3378,rev07/49/49_20210426 (2715).JPG,CERVIDAE
13442,rev06/31/31_20210408 (855).JPG,FOX
27526,rev04/15/15_20210208 (10527).JPG,HORSE
7420,rev09/38/38_20210621 (284).JPG,DEER
21759,rev14/9/9_20211130 (1364).JPG,COW
9831,rev13/47/47_20211011 (8).JPG,WILDBOAR
3298,rev04/37/37_20210120 (487).JPG,CERVIDAE
273,rev06/28/28_20210320 (10532).JPG,EMPTY
23266,rev14/21/21_20211203 (3911).JPG,FALLOWDEER
12890,rev14/2/2_20211204 (1482).JPG,FOX
11655,rev05/15/15_20210315 (10546).JPG,WILDBOAR
8304,rev03/15/15_20210101 (5066).JPG,DEER
21196,rev10/9/9_20210719 (602).JPG,COW
8832,rev05/16/16_20210221 (17).JPG,DEER
26233,rev08/9/9_20210612 (11998).JPG,HORSE
21027,rev10/9/9_20210719 (1249).JPG,COW
19564,rev14/4/4_20211216 (6764).JPG,COW
20830,rev14/21/21_20211203 (4082).JPG,COW
12339,rev09/47/47_20210702 (1031).JPG,FOX
11495,rev05/11/11_20210225 (269).JPG,WILDBOAR
25129,rev11/4/4_20210912 (7264).JPG,HORSE
14218,rev04/11/11_20210131 (511).JPG,FOX
9289,rev09/44/44_20210701 (1158).JPG,WILDBOAR
1288,rev11/49/49_20210816 (7553).JPG,EMPTY
28397,rev13/4/4_20211018 (1639).JPG,LEPORID
20091,rev04/17/17_20210201 (1698).JPG,COW
18423,rev06/17/17_20210318 (45).JPG,HUMANORVEHICLE
22316,rev13/9/9_20211013 (208).JPG,FALLOWDEER
4070,rev14/4/4_20211201 (1628).JPG,CERVIDAE
13278,rev05/2/2_20210304 (2250).JPG,FOX
11306,rev03/7/7_20201222 (447).JPG,WILDBOAR
14847,rev06/2/2_20210320 (91).JPG,FOX
18144,rev07/32/32_20210417 (2).JPG,HUMANORVEHICLE
18917,rev13/10/10_20211015 (658).JPG,HUMANORVEHICLE
11127,rev04/37/37_20210120 (531).JPG,WILDBOAR
29700,rev06/2/2_20210404 (4166).JPG,HARE
11438,rev14/24/24_20211124 (250).JPG,WILDBOAR
18367,rev14/24/24_20211121 (5).JPG,HUMANORVEHICLE
9378,rev03/24/24_20201221 (92).JPG,WILDBOAR
23794,rev15/21/21_20211231 (5443).JPG,FALLOWDEER
26113,rev11/4/4_20210823 (3123).JPG,HORSE
14528,rev09/42/42_20210625 (506).JPG,FOX
843,rev08/24/24_20210519 (13341).JPG,EMPTY
1503,rev14/10/10_20211127 (980).JPG,EMPTY
23175,rev15/4/4_20220107 (4647).JPG,FALLOWDEER
27672,rev04/15/15_20210210 (14886).JPG,HORSE
2974,rev09/39/39_20210701 (12893).JPG,EMPTY
3473,rev15/21/21_20220114 (9636).JPG,CERVIDAE
19990,rev11/4/4_20210911 (6930).JPG,COW
4408,rev07/5/5_20210506 (3883).JPG,CERVIDAE
6425,rev09/28/28_20210620 (2085).JPG,DEER
10721,rev01/37/37_20201106 (8299).JPG,WILDBOAR
23218,rev09/11/11_20210710 (8617).JPG,FALLOWDEER
6547,rev14/10/10_20211130 (1875).JPG,DEER
14542,rev04/31/31_20210124 (158).JPG,FOX
16022,rev03/16/16_20210114 (419).JPG,HUMANORVEHICLE
28424,rev05/2/2_20210219 (41).JPG,LEPORID
1427,rev06/50/50_20210412 (10848).JPG,EMPTY
19529,rev08/9/9_20210603 (2181).JPG,COW
6899,rev15/21/21_20211221 (3324).JPG,DEER
27127,rev11/35/35_20210910 (2678).JPG,HORSE
19636,rev14/21/21_20211211 (7590).JPG,COW
26896,rev05/15/15_20210219 (157).JPG,HORSE
20158,rev03/21/21_20201228 (1815).JPG,COW
17655,rev03/28/28_20201218 (10).JPG,HUMANORVEHICLE
8085,rev07/28/28_20210428 (1269).JPG,DEER
5727,rev06/18/18_20210408 (1300).JPG,CERVIDAE
18001,rev13/10/10_20211015 (625).JPG,HUMANORVEHICLE
963,rev11/25/25_20210816 (78).JPG,EMPTY
1804,rev07/11/11_20210423 (775).JPG,EMPTY
20347,rev14/21/21_20211204 (4959).JPG,COW
4771,rev13/50/50_20211031 (6226).JPG,CERVIDAE
9443,rev07/16/16_20210423 (60).JPG,WILDBOAR
17315,rev06/35/35_20210318 (4).JPG,HUMANORVEHICLE
10368,rev07/33/33_20210503 (273).JPG,WILDBOAR
14851,rev15/48/48_20220122 (395).JPG,FOX
9405,rev07/48/48_20210426 (164).JPG,WILDBOAR
23547,rev07/39/39_20210501 (1491).JPG,FALLOWDEER
29085,rev01/6/6_20201031 (2520).JPG,LEPORID
13967,rev14/10/10_20211212 (5299).JPG,FOX
6934,rev07/18/18_20210422 (471).JPG,DEER
3510,rev05/2/2_20210308 (2608).JPG,CERVIDAE
2388,rev06/49/49_20210418 (942).JPG,EMPTY
13243,rev13/11/11_20211108 (366).JPG,FOX
14768,rev12/41/41_20211006 (559).JPG,FOX
2876,rev09/2/2_20210621 (17866).JPG,EMPTY
7821,rev05/28/28_20210225 (645).JPG,DEER
15281,rev04/11/11_20210126 (284).JPG,BADGER
27458,rev08/46/46_20210615 (1687).JPG,HORSE
9585,rev13/47/47_20211102 (795).JPG,WILDBOAR
28913,rev13/20/20_20211022 (636).JPG,LEPORID
9418,rev05/32/32_20210310 (1712).JPG,WILDBOAR
8972,rev14/4/4_20211121 (17).JPG,DEER
22095,rev01/15/15_20201103 (3571).JPG,COW
15204,rev04/42/42_20210116 (22).JPG,BADGER
11275,rev04/11/11_20210207 (733).JPG,WILDBOAR
3047,rev12/21/21_20210928 (85).JPG,CERVIDAE
27358,rev04/35/35_20210130 (1946).JPG,HORSE
17609,rev10/38/38_20210713 (5).JPG,HUMANORVEHICLE
21434,rev10/46/46_20210717 (356).JPG,COW
2858,rev14/21/21_20211203 (4344).JPG,EMPTY
20552,rev10/9/9_20210802 (1886).JPG,COW
16342,rev08/24/24_20210515 (9).JPG,HUMANORVEHICLE
29330,rev01/6/6_20201031 (2562).JPG,RABBIT
18113,rev10/38/38_20210713 (15).JPG,HUMANORVEHICLE
25922,rev05/2/2_20210222 (555).JPG,HORSE
664,rev09/2/2_20210621 (19612).JPG,EMPTY
6948,rev15/20/20_20220112 (437).JPG,DEER
14707,rev11/11/11_20210905 (4360).JPG,FOX
22761,rev15/9/9_20220120 (1866).JPG,FALLOWDEER
6909,rev14/10/10_20211216 (6112).JPG,DEER
24659,rev09/31/31_20210630 (4747).JPG,FALLOWDEER
19525,rev14/9/9_20211123 (385).JPG,COW
3396,rev03/15/15_20210101 (5107).JPG,CERVIDAE
8010,rev04/39/39_20210127 (346).JPG,DEER
21746,rev09/9/9_20210630 (2192).JPG,COW
10569,rev04/15/15_20210128 (6249).JPG,WILDBOAR
25740,rev02/15/15_20201127 (2950).JPG,HORSE
27729,rev14/4/4_20211215 (5358).JPG,HORSE
12981,rev08/11/11_20210528 (3871).JPG,FOX
2222,rev08/2/2_20210517 (16690).JPG,EMPTY
27679,rev04/15/15_20210203 (8727).JPG,HORSE
21306,rev03/21/21_20201228 (2675).JPG,COW
18657,rev05/19/19_20210319 (1708).JPG,HUMANORVEHICLE
25172,rev08/46/46_20210615 (1645).JPG,HORSE
13326,rev15/19/19_20211219 (57).JPG,FOX
14760,rev13/11/11_20211024 (173).JPG,FOX
21774,rev07/2/2_20210423 (1355).JPG,COW
13195,rev13/4/4_20211024 (2369).JPG,FOX
20050,rev14/21/21_20211210 (7142).JPG,COW
15626,rev14/11/11_20211215 (265).JPG,BADGER
19825,rev10/9/9_20210806 (2361).JPG,COW
5388,rev07/49/49_20210425 (2654).JPG,CERVIDAE
15400,rev10/9/9_20210803 (1899).JPG,BADGER
20522,rev10/9/9_20210719 (835).JPG,COW
12854,rev14/4/4_20211121 (62).JPG,FOX
16308,rev14/33/33_20211119 (6).JPG,HUMANORVEHICLE
19020,rev07/47/47_20210513 (1789).JPG,GENET
16429,rev10/25/25_20210712 (1).JPG,HUMANORVEHICLE
23983,rev13/9/9_20211115 (4174).JPG,FALLOWDEER
9698,rev15/16/16_20211223 (64).JPG,WILDBOAR
22521,rev09/9/9_20210703 (2884).JPG,FALLOWDEER
5523,rev13/10/10_20211119 (7210).JPG,CERVIDAE
19463,rev06/2/2_20210414 (6600).JPG,COW
3230,rev10/5/5_20210731 (5493).JPG,CERVIDAE
19720,rev06/2/2_20210326 (2255).JPG,COW
278,rev13/50/50_20211018 (2145).JPG,EMPTY
7302,rev07/5/5_20210508 (4450).JPG,DEER
11507,rev05/28/28_20210314 (2207).JPG,WILDBOAR
17016,rev15/41/41_20220125 (395).JPG,HUMANORVEHICLE
15589,rev08/28/28_20210602 (9069).JPG,BADGER
27730,rev14/10/10_20211203 (2670).JPG,HORSE
27210,rev11/2/2_20210819 (18850).JPG,HORSE
21034,rev09/21/21_20210706 (2737).JPG,COW
11822,rev01/28/28_20201104 (1252).JPG,WILDBOAR
11476,rev07/48/48_20210430 (305).JPG,WILDBOAR
10747,rev13/1/1_20211012 (77).JPG,WILDBOAR
15604,rev06/47/47_20210415 (758).JPG,BADGER
17411,rev15/47/47_20211216 (1).JPG,HUMANORVEHICLE
22801,rev14/9/9_20211206 (1732).JPG,FALLOWDEER
11931,rev13/49/49_20211121 (3349).JPG,WILDBOAR
21855,rev05/35/35_20210310 (1793).JPG,COW
9712,rev14/49/49_20211122 (201).JPG,WILDBOAR
852,rev10/5/5_20210725 (3574).JPG,EMPTY
25087,rev01/22/22_20201030 (474).JPG,FALLOWDEER
18466,rev03/17/17_20210114 (551).JPG,HUMANORVEHICLE
19371,rev03/21/21_20201224 (1013).JPG,COW
11843,rev05/25/25_20210302 (2065).JPG,WILDBOAR
3045,rev01/40/40_20201027 (2748).JPG,CERVIDAE
17896,rev13/19/19_20211121 (763).JPG,HUMANORVEHICLE
5712,rev13/10/10_20211015 (759).JPG,CERVIDAE
22159,rev08/38/38_20210607 (5401).JPG,FALLOWDEER
16207,rev05/41/41_20210218 (4).JPG,HUMANORVEHICLE
11686,rev05/31/31_20210221 (52).JPG,WILDBOAR
25055,rev13/9/9_20211022 (1280).JPG,FALLOWDEER
15910,rev01/20/20_20201111 (1156).JPG,MONGOOSE
18770,rev10/46/46_20210816 (1436).JPG,HUMANORVEHICLE
28280,rev03/2/2_20201223 (1571).JPG,LEPORID
10594,rev10/44/44_20210801 (308).JPG,WILDBOAR
22926,rev04/4/4_20210211 (3885).JPG,FALLOWDEER
20459,rev14/21/21_20211211 (7667).JPG,COW
13351,rev01/10/10_20201020 (546).JPG,FOX
11057,rev04/20/20_20210122 (127).JPG,WILDBOAR
5414,rev01/21/21_20201027 (484).JPG,CERVIDAE
5096,rev15/4/4_20220117 (6822).JPG,CERVIDAE
196,rev08/49/49_20210603 (25440).JPG,EMPTY
24691,rev14/10/10_20211210 (4699).JPG,FALLOWDEER
11195,rev14/28/28_20211205 (1378).JPG,WILDBOAR
15594,rev10/9/9_20210809 (2667).JPG,BADGER
6912,rev14/22/22_20211215 (505).JPG,DEER
21367,rev01/24/24_20201028 (1292).JPG,COW
323,rev07/2/2_20210501 (15116).JPG,EMPTY
24012,rev01/9/9_20201031 (380).JPG,FALLOWDEER
312,rev06/24/24_20210405 (8585).JPG,EMPTY
14103,rev03/11/11_20201230 (209).JPG,FOX
8178,rev01/18/18_20201027 (182).JPG,DEER
6237,rev11/18/18_20210903 (814).JPG,DEER
7536,rev14/18/18_20211213 (1998).JPG,DEER
14983,rev07/47/47_20210510 (1468).JPG,FOX
28512,rev01/6/6_20201105 (2988).JPG,LEPORID
21603,rev06/2/2_20210414 (6755).JPG,COW
13225,rev08/41/41_20210530 (2769).JPG,FOX
11177,rev14/20/20_20211209 (658).JPG,WILDBOAR
23623,rev14/21/21_20211209 (6572).JPG,FALLOWDEER
474,rev11/47/47_20210912 (1839).JPG,EMPTY
11414,rev13/9/9_20211028 (2343).JPG,WILDBOAR
12860,rev04/39/39_20210206 (532).JPG,FOX
6072,rev09/28/28_20210620 (1378).JPG,DEER
16359,rev03/15/15_20210117 (8126).JPG,HUMANORVEHICLE
1441,rev08/49/49_20210523 (17333).JPG,EMPTY
7503,rev07/18/18_20210502 (3357).JPG,DEER
18968,rev06/47/47_20210413 (603).JPG,GENET
24399,rev15/21/21_20211226 (3480).JPG,FALLOWDEER
775,rev06/50/50_20210412 (1286).JPG,EMPTY
14748,rev04/31/31_20210213 (393).JPG,FOX
12335,rev14/22/22_20211129 (87).JPG,FOX
11048,rev07/47/47_20210512 (1698).JPG,WILDBOAR
17931,rev06/19/19_20210417 (3137).JPG,HUMANORVEHICLE
12724,rev04/4/4_20210201 (3008).JPG,FOX
10827,rev08/33/33_20210525 (424).JPG,WILDBOAR
28560,rev05/2/2_20210219 (39).JPG,LEPORID
18137,rev10/38/38_20210815 (6155).JPG,HUMANORVEHICLE
20729,rev04/2/2_20210124 (3432).JPG,COW
4742,rev08/19/19_20210526 (1910).JPG,CERVIDAE
12781,rev08/11/11_20210606 (5977).JPG,FOX
4894,rev05/5/5_20210315 (1785).JPG,CERVIDAE
19143,rev07/21/21_20210424 (2306).JPG,COW
10144,rev07/33/33_20210502 (249).JPG,WILDBOAR
27584,rev02/14/14_20201203 (628).JPG,HORSE
3673,rev12/32/32_20211007 (10511).JPG,CERVIDAE
18053,rev06/31/31_20210417 (985).JPG,HUMANORVEHICLE
26607,rev02/15/15_20201127 (2586).JPG,HORSE
24830,rev09/28/28_20210628 (3760).JPG,FALLOWDEER
9568,rev04/15/15_20210129 (6608).JPG,WILDBOAR
25677,rev11/46/46_20210901 (2568).JPG,HORSE
979,rev15/16/16_20211229 (507).JPG,EMPTY
7375,rev09/28/28_20210627 (3262).JPG,DEER
14462,rev15/11/11_20220125 (640).JPG,FOX
26406,rev10/9/9_20210801 (1662).JPG,HORSE
28113,rev04/15/15_20210123 (1842).JPG,HORSE
16357,rev07/50/50_20210417 (16).JPG,HUMANORVEHICLE
6204,rev04/15/15_20210209 (11772).JPG,DEER
9658,rev01/37/37_20201025 (778).JPG,WILDBOAR
3014,rev06/35/35_20210319 (374).JPG,CERVIDAE
23565,rev09/21/21_20210711 (3334).JPG,FALLOWDEER
20287,rev07/21/21_20210422 (1899).JPG,COW
25700,rev04/15/15_20210123 (2011).JPG,HORSE
24361,rev09/33/33_20210624 (201).JPG,FALLOWDEER
14217,rev14/33/33_20211207 (240).JPG,FOX
24624,rev08/47/47_20210529 (1053).JPG,FALLOWDEER
9192,rev07/47/47_20210512 (1668).JPG,WILDBOAR
12131,rev15/17/17_20220108 (308).JPG,FOX
21901,rev09/21/21_20210626 (416).JPG,COW
10982,rev14/19/19_20211209 (220).JPG,WILDBOAR
10830,rev12/47/47_20211001 (633).JPG,WILDBOAR
8943,rev13/4/4_20211018 (1678).JPG,DEER
14234,rev05/31/31_20210313 (960).JPG,FOX
4844,rev01/21/21_20201031 (1839).JPG,CERVIDAE
1377,rev13/28/28_20211107 (1339).JPG,EMPTY
15825,rev07/11/11_20210501 (1858).JPG,MONGOOSE
10133,rev05/11/11_20210219 (11).JPG,WILDBOAR
11008,rev03/37/37_20210104 (2745).JPG,WILDBOAR
15807,rev14/36/36_20220107 (1933).JPG,MONGOOSE
1555,rev11/2/2_20210817 (11365).JPG,EMPTY
13497,rev03/32/32_20210110 (587).JPG,FOX
15076,rev09/47/47_20210615 (42).JPG,BADGER
7786,rev14/25/25_20211122 (51).JPG,DEER
21361,rev11/21/21_20210822 (1100).JPG,COW
10765,rev04/15/15_20210131 (7791).JPG,WILDBOAR
13728,rev08/11/11_20210607 (6184).JPG,FOX
22618,rev15/10/10_20220116 (7302).JPG,FALLOWDEER
26428,rev10/46/46_20210812 (1212).JPG,HORSE
15634,rev01/7/7_20201030 (118).JPG,BADGER
12295,rev08/41/41_20210520 (564).JPG,FOX
22518,rev09/47/47_20210705 (1346).JPG,FALLOWDEER
25697,rev04/15/15_20210210 (13199).JPG,HORSE
25393,rev11/46/46_20210817 (58).JPG,HORSE
8672,rev09/38/38_20210621 (267).JPG,DEER
27485,rev09/17/17_20210626 (649).JPG,HORSE
13627,rev13/20/20_20211017 (302).JPG,FOX
8574,rev14/2/2_20211206 (1894).JPG,DEER
27925,rev05/15/15_20210219 (103).JPG,HORSE
20242,rev14/9/9_20211210 (2018).JPG,COW
14279,rev08/11/11_20210517 (126).JPG,FOX
13614,rev09/11/11_20210708 (8504).JPG,FOX
19224,rev10/9/9_20210812 (2933).JPG,COW
15744,rev01/11/11_20201110 (161).JPG,MONGOOSE
8663,rev06/39/39_20210320 (90).JPG,DEER
1255,rev11/49/49_20210816 (2510).JPG,EMPTY
29402,rev03/37/37_20201223 (1927).JPG,LYNX
15684,rev01/7/7_20201030 (113).JPG,BADGER
19718,rev06/2/2_20210417 (8553).JPG,COW
8364,rev14/2/2_20211211 (2256).JPG,DEER
17235,rev12/36/36_20211011 (10496).JPG,HUMANORVEHICLE
12377,rev14/11/11_20211209 (203).JPG,FOX
9147,rev01/29/29_20201114 (932).JPG,WILDBOAR
16110,rev04/1/1_20210212 (674).JPG,HUMANORVEHICLE
12036,rev07/11/11_20210421 (614).JPG,FOX
6258,rev01/21/21_20201030 (1304).JPG,DEER
26655,rev04/10/10_20210207 (4723).JPG,HORSE
15362,rev06/37/37_20210323 (103).JPG,BADGER
27473,rev04/35/35_20210130 (1992).JPG,HORSE
6069,rev14/21/21_20211126 (1346).JPG,DEER
24669,rev09/1/1_20210627 (1864).JPG,FALLOWDEER
5100,rev01/34/34_20201105 (4776).JPG,CERVIDAE
5665,rev01/37/37_20201115 (12795).JPG,CERVIDAE
15491,rev11/11/11_20210911 (5329).JPG,BADGER
4148,rev12/32/32_20210929 (9084).JPG,CERVIDAE
4341,rev15/9/9_20220121 (2239).JPG,CERVIDAE
6777,rev14/21/21_20211126 (1107).JPG,DEER
14790,rev07/47/47_20210502 (1104).JPG,FOX
27969,rev05/15/15_20210222 (3111).JPG,HORSE
24775,rev15/9/9_20220119 (1826).JPG,FALLOWDEER
872,rev01/39/39_20201021 (131).JPG,EMPTY
11124,rev14/10/10_20211128 (1115).JPG,WILDBOAR
21722,rev15/4/4_20211219 (812).JPG,COW
28082,rev05/15/15_20210310 (8965).JPG,HORSE
14299,rev15/11/11_20220125 (637).JPG,FOX
16837,rev06/5/5_20210417 (3293).JPG,HUMANORVEHICLE
1023,rev09/47/47_20210705 (1348).JPG,EMPTY
14834,rev04/24/24_20210209 (1979).JPG,FOX
705,rev10/49/49_20210724 (4229).JPG,EMPTY
22920,rev15/18/18_20220119 (2838).JPG,FALLOWDEER
5871,rev14/4/4_20211205 (2424).JPG,CERVIDAE
11040,rev14/1/1_20211217 (1769).JPG,WILDBOAR
23381,rev10/46/46_20210717 (233).JPG,FALLOWDEER
14192,rev01/20/20_20201030 (593).JPG,FOX
10235,rev14/20/20_20211203 (488).JPG,WILDBOAR
17180,rev14/38/38_20211217 (1399).JPG,HUMANORVEHICLE
14747,rev07/47/47_20210502 (1110).JPG,FOX
10138,rev05/28/28_20210314 (2198).JPG,WILDBOAR
23826,rev09/46/46_20210712 (1939).JPG,FALLOWDEER
17333,rev15/8/8_20220125 (183).JPG,HUMANORVEHICLE
24555,rev09/33/33_20210620 (118).JPG,FALLOWDEER
12636,rev08/1/1_20210526 (879).JPG,FOX
26140,rev11/17/17_20210822 (308).JPG,HORSE
23153,rev07/18/18_20210502 (3186).JPG,FALLOWDEER
29505,rev03/2/2_20201223 (1584).JPG,HARE
9573,rev04/14/14_20210209 (2169).JPG,WILDBOAR
21077,rev07/21/21_20210419 (579).JPG,COW
17105,rev06/28/28_20210318 (2).JPG,HUMANORVEHICLE
7474,rev13/18/18_20211015 (901).JPG,DEER
18655,rev07/49/49_20210418 (9).JPG,HUMANORVEHICLE
20835,rev14/4/4_20211215 (5013).JPG,COW
29142,rev05/2/2_20210311 (3636).JPG,LEPORID
19202,rev07/21/21_20210419 (389).JPG,COW
13570,rev03/34/34_20201217 (67).JPG,FOX
13542,rev08/11/11_20210517 (129).JPG,FOX
22941,rev14/21/21_20211124 (811).JPG,FALLOWDEER
9329,rev14/20/20_20211123 (88).JPG,WILDBOAR
15380,rev06/47/47_20210407 (184).JPG,BADGER
21498,rev14/21/21_20211126 (2527).JPG,COW
14008,rev06/33/33_20210402 (210).JPG,FOX
14705,rev14/48/48_20211205 (257).JPG,FOX
8013,rev03/2/2_20210111 (8645).JPG,DEER
866,rev01/12/12_20201027 (39).JPG,EMPTY
11661,rev04/4/4_20210204 (3108).JPG,WILDBOAR
22826,rev07/28/28_20210508 (5020).JPG,FALLOWDEER
11175,rev01/28/28_20201031 (940).JPG,WILDBOAR
11976,rev03/12/12_20210104 (180).JPG,WILDBOAR
21192,rev10/9/9_20210812 (2926).JPG,COW
29257,rev13/20/20_20211017 (327).JPG,RABBIT
25983,rev03/15/15_20201217 (130).JPG,HORSE
25330,rev14/10/10_20211203 (2942).JPG,HORSE
9567,rev06/24/24_20210405 (8688).JPG,WILDBOAR
28748,rev04/2/2_20210122 (2791).JPG,LEPORID
6003,rev01/21/21_20201116 (5987).JPG,DEER
23229,rev09/44/44_20210620 (56).JPG,FALLOWDEER
5780,rev05/35/35_20210313 (2219).JPG,CERVIDAE
3386,rev05/12/12_20210220 (66).JPG,CERVIDAE
10128,rev07/46/46_20210428 (220).JPG,WILDBOAR
7030,rev09/28/28_20210627 (3156).JPG,DEER
23538,rev11/48/48_20210827 (108).JPG,FALLOWDEER
4884,rev01/26/26_20201030 (1698).JPG,CERVIDAE
7898,rev15/4/4_20211220 (1328).JPG,DEER
26514,rev10/9/9_20210801 (1541).JPG,HORSE
29710,rev01/21/21_20201030 (1410).JPG,HARE
11771,rev12/4/4_20211004 (1644).JPG,WILDBOAR
28627,rev01/6/6_20201026 (1084).JPG,LEPORID
14600,rev03/11/11_20201230 (203).JPG,FOX
15353,rev06/37/37_20210323 (96).JPG,BADGER
2617,rev09/39/39_20210628 (10938).JPG,EMPTY
15662,rev01/11/11_20201029 (15).JPG,BADGER
7339,rev15/10/10_20211229 (2769).JPG,DEER
27224,rev04/15/15_20210210 (13313).JPG,HORSE
21667,rev07/21/21_20210504 (3281).JPG,COW
2507,rev09/50/50_20210624 (24298).JPG,EMPTY
5925,rev11/48/48_20210829 (146).JPG,CERVIDAE
5940,rev07/5/5_20210506 (3885).JPG,CERVIDAE
17552,rev06/17/17_20210318 (36).JPG,HUMANORVEHICLE
24202,rev11/33/33_20210903 (237).JPG,FALLOWDEER
28657,rev15/20/20_20220105 (361).JPG,LEPORID
21369,rev04/2/2_20210122 (3015).JPG,COW
8203,rev14/36/36_20220125 (2234).JPG,DEER
928,rev12/38/38_20210924 (141).JPG,EMPTY
25896,rev04/15/15_20210211 (15332).JPG,HORSE
10244,rev07/28/28_20210514 (7516).JPG,WILDBOAR
13133,rev14/33/33_20211209 (278).JPG,FOX
18217,rev11/22/22_20210913 (11738).JPG,HUMANORVEHICLE
14959,rev08/11/11_20210528 (3870).JPG,FOX
14099,rev03/31/31_20201228 (333).JPG,FOX
26832,rev04/15/15_20210203 (8877).JPG,HORSE
9502,rev14/49/49_20211205 (1915).JPG,WILDBOAR
27548,rev04/15/15_20210123 (2061).JPG,HORSE
10429,rev04/15/15_20210131 (7829).JPG,WILDBOAR
7578,rev14/10/10_20211208 (4212).JPG,DEER
14206,rev14/48/48_20211128 (161).JPG,FOX
12343,rev13/48/48_20211104 (130).JPG,FOX
7417,rev14/10/10_20211210 (4788).JPG,DEER
2213,rev09/47/47_20210625 (622).JPG,EMPTY
4410,rev01/34/34_20201026 (936).JPG,CERVIDAE
10078,rev05/20/20_20210306 (988).JPG,WILDBOAR
19142,rev07/21/21_20210424 (2251).JPG,COW
5516,rev04/38/38_20210212 (1429).JPG,CERVIDAE
22932,rev07/39/39_20210512 (3301).JPG,FALLOWDEER
11751,rev05/12/12_20210227 (239).JPG,WILDBOAR
6699,rev04/1/1_20210126 (313).JPG,DEER
26118,rev08/46/46_20210609 (976).JPG,HORSE
